booking_id,customer_name,hotel_name,country,room_type,price,rating,booking_date,status
13992,John James,Royal Beach Resort,Sri Lanka,Suite,93.66,3.8,2025-06-27,Confirmed
13448,Amy Parks,Blue Lagoon Hotel,Singapore,Suite,385.54,2.7,2024-04-22,Pending
16030,Lindsey Oliver,Mountain View Hotel,United Kingdom,Suite,334.43,1.1,2025-08-29,Cancelled
17699,Timothy Price,Sunrise Resort,Sri Lanka,Family,385.96,1.3,2024-01-10,Completed
11186,Mary Fischer,Royal Beach Resort,Germany,Suite,435.37,5.0,2024-08-11,Cancelled
27741,Paul Lynch,City Garden Hotel,Australia,Deluxe,60.45,3.6,2026-06-08,Completed
16594,Danielle Phillips,Ocean View Hotel,United Kingdom,Executive,428.73,1.2,2024-01-01,Pending
22067,Shawn Meadows,Royal Beach Resort,Singapore,Executive,381.69,2.1,2024-01-03,Cancelled
25424,Robin Foster,Grand Palace Hotel,United Kingdom,Executive,490.7,4.4,2026-03-21,Completed
15805,Amy Peterson,Sunrise Resort,United States,Executive,146.68,3.0,2024-02-03,Completed
20983,Crystal Kelley,City Garden Hotel,United Kingdom,Executive,117.43,2.0,2026-08-23,Cancelled
21386,Vanessa Coleman,Green Valley Resort,Germany,Standard,420.1,4.4,2025-08-28,Pending
12565,David Nicholson,City Garden Hotel,United States,Executive,228.1,1.2,01-02-2025,Pending
12919,Steven Martin,Sunrise Resort,Australia,Suite,408.99,4.6,2026-05-17,Confirmed
23746,Kimberly Yoder,Ocean View Hotel,Singapore,Standard,185.06,4.8,2025-09-06,Confirmed
14596,Rodney Cantu,Ocean View Hotel,Singapore,Executive,237.3,4.2,2025-10-04,Cancelled
15158,Julia Haney,Green Valley Resort,Canada,Standard,467.21,4.0,2025-05-04,Pending
27806,Anna Robinson,Royal Beach Resort,United Kingdom,Family,439.91,1.1,2025-02-23,Completed
28063,Charlotte Johnson,Blue Lagoon Hotel,Germany,Executive,261.9,2.3,2026-07-23,Confirmed
15322,Tom Guzman,City Garden Hotel,Germany,Family,328.96,4.0,2025-07-27,Confirmed
29071,Alexis Pierce,Royal Beach Resort,Sri Lanka,Standard,68.93,3.7,2026-08-26,Completed
28483,Taylor Russell,City Garden Hotel,Singapore,Family,130.87,1.9,2024-02-01,Cancelled
23364,John Hernandez,Mountain View Hotel,Singapore,Family,214.23,2.1,2025-04-13,Cancelled
29355,Melissa Wright,Ocean View Hotel,Canada,Standard,108.83,2.7,2025-02-11,Pending
25470,Mark Harrison,Ocean View Hotel,Australia,Deluxe,360.54,4.7,2025-09-28,Confirmed
15143,Elizabeth Adams,Mountain View Hotel,United States,Deluxe,157.72,4.1,2024-11-02,Confirmed
26274,Dustin Vazquez,Blue Lagoon Hotel,United Kingdom,Executive,200.21,2.5,2025-05-16,Pending
14994,Diane Hartman,City Garden Hotel,India,Deluxe,324.1,4.4,2025-06-12,Cancelled
15156,Richard Velasquez,Ocean View Hotel,Canada,Standard,241.25,2.0,2026-05-31,Cancelled
25774,Justin Nash,Blue Lagoon Hotel,United Kingdom,Executive,204.6,1.2,2025-03-22,Pending
25970,,Sunrise Resort,Germany,Executive,207.95,4.5,2025-10-16,Pending
12292,Amy Smith,City Garden Hotel,Singapore,Deluxe,471.95,4.4,2026-01-22,Completed
23392,Jennifer Rice DDS,Ocean View Hotel,India,Suite,487.33,4.4,2026-07-19,Pending
23362,Mackenzie Campbell,Royal Beach Resort,Sri Lanka,Standard,241.32,4.1,23/01/2025,Pending
13604,Jose Ball,Blue Lagoon Hotel,Sri Lanka,Standard,161.35,1.6,2025-03-20,Pending
15095,Samantha Klein,Mountain View Hotel,United States,Deluxe,183.27,2.1,2024-10-04,Completed
17268,Bryan Lin,Green Valley Resort,Sri Lanka,Deluxe,205.46,3.2,2026-05-09,Pending
18469,Danielle Bailey,Blue Lagoon Hotel,Singapore,Standard,300.26,1.4,2026-01-24,Completed
20550,Brian Cooper,Grand Palace Hotel,India,Suite,237.71,2.9,2025-09-13,Completed
25135,Edward Murphy,Ocean View Hotel,Canada,Executive,292.09,1.7,2024-07-05,Completed
18453,Jack Baker,City Garden Hotel,United States,Executive,133.9,1.4,2025-08-18,Pending
11660,Victoria Moore,City Garden Hotel,India,Suite,130.77,4.8,30-Jul-2025,Confirmed
25261,Jeanette Jackson,Green Valley Resort,Germany,Standard,335.62,4.3,2025-01-10,Confirmed
24648,Leonard Scott,Sunrise Resort,Sri Lanka,Family,84.78,1.1,2025-09-23,Completed
25898,Nicholas Robles,Mountain View Hotel,Sri Lanka,Standard,385.63,2.3,2025-01-26,Pending
10843,Richard Johnson,Sunrise Resort,Singapore,Executive,482.26,1.6,2026-02-24,Confirmed
12978,Joseph Jenkins,Blue Lagoon Hotel,Singapore,Executive,304.17,3.3,2025-09-13,Cancelled
14027,Robert Martinez,Royal Beach Resort,Singapore,Standard,260.37,4.1,2025-08-06,Cancelled
28155,Gregory Lozano,Grand Palace Hotel,India,Deluxe,443.72,3.8,2024-05-17,Confirmed
18981,Krystal Hampton,Grand Palace Hotel,Australia,Executive,214.85,1.2,2025-04-04,Pending
12092,Robert Brown,Blue Lagoon Hotel,Canada,Deluxe,98.14,3.7,2024-08-01,Confirmed
17173,Beth Goodwin,City Garden Hotel,Germany,Suite,488.24,3.3,2025-09-30,Pending
17898,Jose Hobbs,Blue Lagoon Hotel,Germany,Suite,430.94,4.1,2025-12-11,Pending
13064,Derek Davis,Grand Palace Hotel,Germany,Standard,379.85,4.0,2024-06-15,Completed
27105,Sonia Anderson DVM,Ocean View Hotel,Australia,Family,179.7,4.4,2025-05-08,Confirmed
17199,Pamela Johnson,Sunrise Resort,Germany,Family,196.28,4.6,2024-12-25,Confirmed
17640,Gregory Barber,Green Valley Resort,United States,Suite,311.41,4.1,2025-11-18,Confirmed
28326,Amanda Harvey,Ocean View Hotel,United States,Suite,369.41,2.1,2024-12-24,Completed
27076,Melinda Williams,Ocean View Hotel,United States,Standard,360.83,3.2,2024-11-11,Cancelled
19676,Joe Burnett,City Garden Hotel,United Kingdom,Standard,365.2,3.4,2024-05-15,Pending
12634,Melissa Hernandez,Blue Lagoon Hotel,Canada,Executive,400.08,1.4,2024-05-04,Cancelled
13298,Marisa Johnson,Sunrise Resort,Sri Lanka,Family,331.86,1.0,2025-11-07,Confirmed
19930,Linda Ruiz,Royal Beach Resort,Canada,Deluxe,53.49,4.8,2025-02-01,Pending
27204,,Mountain View Hotel,Germany,Family,449.05,1.2,2024-12-30,Confirmed
23345,James Welch,Blue Lagoon Hotel,Canada,Deluxe,76.82,1.1,2024-07-05,Cancelled
24523,Krystal Tran,Mountain View Hotel,Australia,Suite,439.34,1.2,2024-06-01,Confirmed
25050,Joseph Smith,Ocean View Hotel,Singapore,Family,370.55,2.2,2024-09-09,Completed
14101,Kyle Wong,Blue Lagoon Hotel,Germany,Deluxe,161.16,4.9,2026-03-22,Confirmed
11237,Morgan Davis,Ocean View Hotel,Australia,Suite,282.31,4.2,2026-02-11,Completed
12901,Robert Weeks,Royal Beach Resort,India,Family,138.93,4.5,2025-11-06,Cancelled
25690,Ann Young,Royal Beach Resort,Sri Lanka,Executive,358.18,1.7,2025-10-10,Cancelled
17730,Alexander Sanchez,Green Valley Resort,Australia,Suite,62.53,3.3,2025-10-14,Completed
10015,April Mcfarland,Grand Palace Hotel,Australia,Standard,473.53,1.4,2024-09-01,Completed
15653,Bianca Williams,Royal Beach Resort,Australia,Family,379.75,1.1,2025-11-03,Pending
14779,William Jackson,Blue Lagoon Hotel,Sri Lanka,Executive,479.11,4.5,2025-01-31,Completed
12793,Amy White,Blue Lagoon Hotel,Germany,Executive,296.95,5.0,2025-01-02,Pending
12928,Ashlee Estrada,Ocean View Hotel,Singapore,Family,199.29,4.7,2026-08-18,Completed
21013,Tonya Long,Green Valley Resort,United Kingdom,Deluxe,214.17,1.2,2026-08-14,Confirmed
13299,Heather Newman,Ocean View Hotel,Sri Lanka,Standard,384.03,4.0,2025-06-26,Pending
15923,Amanda Taylor,Mountain View Hotel,Australia,Deluxe,362.01,1.3,2024-12-30,Pending
28563,Linda Harrison,Ocean View Hotel,Canada,Suite,288.58,3.5,2026-04-03,Cancelled
24477,Anthony Shelton,Royal Beach Resort,United Kingdom,Executive,183.62,4.8,2026-03-04,Completed
25171,Elizabeth Roberson,Blue Lagoon Hotel,Germany,Standard,428.39,2.4,2024-07-14,Cancelled
24359,Peter Hill,Ocean View Hotel,India,Standard,130.47,2.8,2024-01-01,Cancelled
22959,Lisa Hall,Blue Lagoon Hotel,Canada,Suite,257.34,1.5,2024-07-24,Completed
28695,Jennifer Little,Green Valley Resort,Canada,Standard,292.8,3.4,2026-07-20,Cancelled
26806,Cynthia Lam,Sunrise Resort,India,Executive,167.9,3.4,2025-01-04,Confirmed
12607,Tara Miller,Mountain View Hotel,Singapore,Standard,70.0,2.9,2025-01-31,Cancelled
12859,Melissa Manning,Grand Palace Hotel,Canada,Family,152.78,3.2,2024-01-02,Completed
29682,Erika Schneider,Mountain View Hotel,Australia,Deluxe,167.58,1.2,2025-07-16,Confirmed
16848,Lisa Paul,Grand Palace Hotel,United States,Standard,385.84,1.5,2025/08/27,Confirmed
20432,Mark Bowman,Mountain View Hotel,India,Family,340.21,3.3,2024-02-12,Completed
10006,Allen Rogers,Mountain View Hotel,Sri Lanka,Standard,431.65,1.2,2025-09-06,Completed
26602,Mrs. Amanda Hays,Sunrise Resort,CANADA,Deluxe,148.29,1.3,2026-08-07,Confirmed
15013,Ray Madden,City Garden Hotel,United States,Deluxe,436.56,1.4,2024-07-14,Confirmed
21353,Mia Castro,City Garden Hotel,Germany,Standard,64.28,1.4,2024-09-23,Cancelled
28043,Megan Flores,Mountain View Hotel,Singapore,Deluxe,198.13,4.2,2025-05-04,Confirmed
17593,Eric Bridges,Blue Lagoon Hotel, India,Deluxe,64.01,4.5,2025-12-25,Confirmed
17101,Reginald Mitchell,Mountain View Hotel,India ,Family,300.84,2.4,2026-08-27,Pending
16229,Linda Mitchell,Grand Palace Hotel,Singapore,Deluxe,388.4,4.7,2025-05-23,Confirmed
24311,Amanda Schultz,Royal Beach Resort,Australia,Family,321.29,2.9,2026-01-15,Pending
22670,Michele Gonzalez,Mountain View Hotel,United States,Suite,280.02,1.9,2025-10-22,Confirmed
18307,David Larson,Sunrise Resort,Canada,Suite,78.74,2.0,2024-06-26,Confirmed
25166,Joseph Hunter,City Garden Hotel,United Kingdom,Executive,308.44,2.5,2024-01-12,Confirmed
24085,William Taylor,Mountain View Hotel,Sri Lanka,Family,106.46,2.9,2024-07-16,Pending
28187,Ronald Guzman,Mountain View Hotel,United Kingdom,Executive,290.27,4.3,2024-04-02,Confirmed
13363,Barbara Flores,Green Valley Resort,Singapore,Deluxe,237.18,3.3,2025-01-06,Confirmed
28193,Kevin Brown,Grand Palace Hotel,Singapore,Family,465.63,4.6,2024-11-21,Completed
11939,Sandra Jones,Green Valley Resort,United States,Standard,72.29,2.8,2024-11-08,Cancelled
27856,Dawn Ramirez DVM,Blue Lagoon Hotel,United Kingdom,Suite,312.92,5.0,2025-10-27,Cancelled
19870,Jeremy Espinoza,Royal Beach Resort,India,Suite,348.79,4.5,2024-07-25,Completed
16217,Lisa Pope,Mountain View Hotel,Australia,Deluxe,232.31,2.8,2026-04-01,Pending
14871,Logan Moyer,Royal Beach Resort,United States,Suite,258.47,3.4,2025-04-23,Cancelled
17342,Curtis Hunter,Ocean View Hotel,United States,Standard,447.57,3.3,2025-01-03,Pending
13878,Charles Schultz,City Garden Hotel,United Kingdom,Family,85.13,3.5,2024-04-05,Confirmed
26759,Daniel Pugh,Green Valley Resort,India,Deluxe,133.75,2.6,2024-04-26,Pending
22401,Joshua Harding,Green Valley Resort,Canada,Deluxe,73.86,4.2,2024-11-13,Pending
22796,Catherine Wu,Blue Lagoon Hotel,Australia,Executive,499.94,1.3,2024-05-21,Confirmed
12885,Sandra Olson,Grand Palace Hotel,Germany,Executive,127.27,2.2,2024-11-22,Cancelled
13715,Danny Anderson,Mountain View Hotel,Germany,Family,298.15,4.1,2025-07-07,Confirmed
24963,Brandon Warren,Sunrise Resort,united kingdom,Executive,186.65,3.8,2024-10-27,Pending
13481,Regina Donaldson,Mountain View Hotel,Germany,Standard,352.9,3.9,2025-04-06,Cancelled
18531,Emily Smith,Royal Beach Resort,Singapore,Family,371.86,4.7,2025-03-06,Confirmed
15070,Hannah Johnson,Green Valley Resort,United States,Executive,371.14,1.4,2025-08-12,Completed
28111,Jessica Miller,Mountain View Hotel,Australia,Executive,172.19,2.0,2026-01-11,Pending
13028,Donald Nguyen,Green Valley Resort,United Kingdom,Deluxe,99.47,2.8,2024-01-18,Completed
25657,Taylor Garcia,Mountain View Hotel, United States,Deluxe,68.96,2.6,2026-01-03,Completed
23778,Angela Scott,Mountain View Hotel,Germany,Family,218.59,2.0,2024-07-17,Completed
27627,Philip Harris,Mountain View Hotel,Australia,Family,363.32,4.5,2025-06-08,Cancelled
29666,Alexandra Gilbert,Green Valley Resort,United States,Standard,265.82,4.1,2025-01-31,Cancelled
20449,Dawn Buchanan,Mountain View Hotel,Sri Lanka,Executive,312.99,2.0,2025-01-31,Pending
21409,Kenneth Short,Ocean View Hotel,United Kingdom,Deluxe,200.02,4.4,2026-08-14,Confirmed
18098,Sean Woods,Sunrise Resort,Sri Lanka,Deluxe,319.0,2.5,2024-09-29,Confirmed
15466,Timothy Moran,Ocean View Hotel,United States,Suite,137.4,4.1,2024-08-19,Completed
26071,Melody Taylor,Ocean View Hotel,India,Family,218.78,2.2,2026-04-29,Pending
14706,Donna Hill,City Garden Hotel,Australia,Executive,203.75,1.6,2025-02-18,Cancelled
23856,Michael Brown,Green Valley Resort,United States,Deluxe,480.11,2.9,2025-12-05,Pending
23301,Brandon Jordan,Royal Beach Resort,Sri Lanka,Family,295.6,4.2,2026-04-26,Cancelled
10569,Dr. Ashley Bowen,Grand Palace Hotel,United States,Standard,203.92,1.8,2024-09-25,Pending
18542,Scott Mitchell,Green Valley Resort,Germany,Standard,170.97,4.1,2024/03/26,Cancelled
22024,Gary Evans,Green Valley Resort,United States,Suite,204.61,2.4,2026-08-04,Pending
21260,Robert Scott,Grand Palace Hotel,Singapore,Family,469.37,3.6,2026-01-28,Confirmed
17475,Michael Williams,Grand Palace Hotel,Germany,Executive,105.2,4.8,2024-01-19,Confirmed
18846,Vanessa Ramos,Grand Palace Hotel,Sri Lanka,Suite,341.33,4.9,2024-08-15,Cancelled
27990,Anthony Pierce,Royal Beach Resort,India,Deluxe,242.64,4.7,2025-12-11,Confirmed
24709,April Bradley,Green Valley Resort,Sri Lanka,Suite,304.62,3.7,2024-03-17,Pending
28649,Adam Hodge,Sunrise Resort,India,Executive,427.33,4.8,2024-02-11,Completed
16194,Brianna Carlson,Grand Palace Hotel,United States,Deluxe,191.98,3.4,2025-04-03,Cancelled
21759,Samuel Robbins,Royal Beach Resort,Sri Lanka,Family,294.38,3.5,2026-08-22,Pending
14716,Katherine Lee MD,Ocean View Hotel,United Kingdom,Standard,307.3,3.6,2024-06-10,Pending
28069,,Grand Palace Hotel,India,Executive,175.4,2.7,2024-01-29,Pending
28194,Mr. Caleb Smith Jr.,City Garden Hotel,Sri Lanka,Deluxe,450.48,4.5,2026-02-28,Completed
21369,Brooke Anderson,Green Valley Resort,Canada,Suite,174.77,4.5,2026-01-15,Pending
12334,Ashley Castillo,Sunrise Resort,Australia,Standard,397.0,1.0,2026-08-31,Confirmed
12456,Charles Guerrero,Sunrise Resort,Canada,Suite,491.06,4.5,26-05-2024,Confirmed
29760,Andrew Morton,Grand Palace Hotel,Canada,Standard,184.03,1.8,2024-05-08,Pending
11693,Melissa Armstrong,Grand Palace Hotel,United Kingdom,Family,477.38,4.2,2024-06-19,Pending
29341,Richard Payne,City Garden Hotel,Sri Lanka,Suite,107.33,3.9,2024-06-05,Pending
12526,Kevin Castaneda,Grand Palace Hotel,United Kingdom,Suite,130.08,1.9,2025-02-26,Completed
11685,Jesse Hunter,Ocean View Hotel,Sri Lanka,Suite,379.97,1.7,2025-01-22,Completed
22636,Edwin Smith,Grand Palace Hotel,United Kingdom,Standard,310.03,1.6,2024-01-05,Pending
29448,Tyler Fischer,Sunrise Resort,Germany,Executive,391.1,1.8,2026-04-23,Confirmed
15497,Ann Mendez,City Garden Hotel,Canada,Family,209.32,2.4,2025-02-04,Completed
15536,Jeremy Kim,Ocean View Hotel,Canada,Standard,N/A,1.1,2025-03-17,Pending
24128,Lindsey Thomas,City Garden Hotel,India,Suite,184.12,2.3,2024-06-14,Completed
14455,Jennifer Brooks,Mountain View Hotel,Australia,Deluxe,151.01,3.4,2025-04-10,Pending
16696,Laura Smith,Mountain View Hotel,Canada,Executive,345.64,3.6,2025-05-31,Pending
26937,Brittany Valdez,Grand Palace Hotel,Australia,Standard,243.73,2.7,2024-05-25,Cancelled
20435,Travis Jones,Ocean View Hotel,Germany,Deluxe,246.53,2.1,2025-09-17,Cancelled
18831,Brandon Rocha,Blue Lagoon Hotel,Canada,Suite,324.17,3.8,2024-01-11,Completed
10462,Brandon Church,Ocean View Hotel,United States,Family,192.77,3.9,2024-12-13,Pending
20719,Beth Mills MD,Royal Beach Resort,India,Executive,376.6,2.1,2024-05-24,Completed
28827,Melanie English,Ocean View Hotel,Germany,Standard,488.3,3.3,2024-08-20,Confirmed
12614,Elizabeth Wise,Mountain View Hotel,Sri Lanka,Standard,484.49,2.4,2026-02-02,Confirmed
19697,Mary Martinez,Grand Palace Hotel,India,Standard,492.15,4.9,2026-02-21,Completed
20183,Mr. Jeremy Baker,Sunrise Resort,Canada,Family,236.0,4.0,2024-09-09,Completed
28416,Shawn Contreras,Grand Palace Hotel,Canada,Family,344.48,2.1,2026-03-30,Completed
29907,Emily Singh,Royal Beach Resort,India,Deluxe,202.76,3.7,2024-06-04,Cancelled
15365,Jessica Turner,Sunrise Resort,United Kingdom,Family,86.68,2.3,2024-11-30,Confirmed
21442,Jordan Miller,Mountain View Hotel,Germany,Deluxe,420.73,3.0,2025-09-27,Pending
11992,Alex Byrd,City Garden Hotel,Australia,Suite,252.39,4.6,2025-07-16,Pending
29511,Nicholas Camacho,Blue Lagoon Hotel,Canada,Standard,381.8,3.5,2024-08-12,Cancelled
13947,Jamie West,Ocean View Hotel,Sri Lanka,Suite,351.71,3.3,2024-02-09,Pending
11576,Lauren Pollard,Grand Palace Hotel,Canada,Executive,476.15,2.6,2024-01-03,Pending
11584,Sean Jones,City Garden Hotel,Sri Lanka,Standard,133.42,4.0,2025-11-12,Cancelled
11521,Randall Ruiz,Ocean View Hotel,Germany,Executive,299.08,2.2,2025-10-10,Cancelled
17139,William Baker,Ocean View Hotel,India,Family,464.21,3.3,2024-12-16,Completed
11618,Keith Booker,City Garden Hotel,Canada,Family,442.18,2.5,2026-08-04,Confirmed
16028,Carrie Lara,Sunrise Resort,Sri Lanka,Deluxe,256.22,1.8,2024-09-06,Cancelled
10492,Douglas Harris,Mountain View Hotel,Sri Lanka,Executive,379.9,2.5,2024-10-09,Completed
13930,Ruth Townsend,Mountain View Hotel,Singapore,Suite,378.28,2.8,2026-03-19,Completed
24478,Maria Holt,Ocean View Hotel,United Kingdom,Suite,417.54,4.5,2026-05-24,Confirmed
18529,Jennifer Lin,City Garden Hotel,United Kingdom,Suite,418.33,1.6,2025-10-12,Confirmed
14447,John Lawson,Blue Lagoon Hotel,Singapore,Executive,293.02,3.0,2024-01-16,Pending
11331,Matthew Schwartz,Green Valley Resort,United States,Executive,198.35,3.6,2024-04-01,Pending
15417,Christine Villanueva,Ocean View Hotel,Australia,Executive,479.72,4.0,2024-12-27,Cancelled
18864,Kayla Stone,Royal Beach Resort,Singapore,Standard,346.85,2.8,2025-03-01,Completed
27381,Darren Jones,Ocean View Hotel,Germany,Standard,444.25,1.4,2026-06-04,Confirmed
20409,Anthony Lee,Green Valley Resort,Australia,Deluxe,230.6,2.6,2024-07-08,Pending
25300,Isabella Jones,Royal Beach Resort,Sri Lanka,Family,216.64,4.8,2024-03-02,Cancelled
15059,Lauren Schroeder,City Garden Hotel,Canada,Suite,474.87,4.1,2025-11-07,Confirmed
13583,Deborah King,Ocean View Hotel,Sri Lanka,Deluxe,279.32,4.7,2025-03-28,Completed
23643,Rebecca Johnson,Mountain View Hotel,India,Executive,393.67,3.5,2025-10-17,Cancelled
24339,Amber Young,Royal Beach Resort,Australia,Executive,471.12,4.0,2024-06-10,Confirmed
29275,James Moore,City Garden Hotel,India,Deluxe,236.46,3.3,2025-02-15,Pending
12319,Susan Smith,City Garden Hotel,United States,Suite,243.65,3.4,2025-11-15,Cancelled
15895,Wendy Clark,Mountain View Hotel,Canada,Family,115.86,1.2,2025-04-15,Confirmed
26778,Robert Carter,Sunrise Resort,Germany,Standard,186.3,1.1,2026-08-25,Pending
10406,Christopher Gibson,Green Valley Resort,India,Deluxe,108.78,2.1,2024-08-04,Cancelled
10220,Shelia Morales,Sunrise Resort,United States,Family,100.1,3.9,2025-09-08,Completed
14124,Sharon Clark,Blue Lagoon Hotel,Singapore,Standard,394.18,3.6,2026-04-12,Cancelled
16481,Brian Malone,City Garden Hotel,United States,Family,464.17,2.1,2026-05-14,Completed
17307,,Grand Palace Hotel,United Kingdom,Deluxe,56.01,1.5,2026-03-07,Cancelled
26060,Mark Mcdonald,Sunrise Resort,United Kingdom,Suite,365.0,4.6,2025-10-10,Pending
22649,Steven Allen,Blue Lagoon Hotel,Singapore,Family,473.61,2.0,2025-05-23,Confirmed
12038,Pamela Sanchez,Ocean View Hotel,Germany,Standard,150.46,2.1,2025-05-07,Confirmed
11023,David Caldwell,City Garden Hotel,United States,Family,379.39,4.2,2025-04-10,Pending
18243,Steve Holmes,Ocean View Hotel,United Kingdom,Standard,372.04,3.4,2024-02-05,Confirmed
19141,Vanessa Smith,Sunrise Resort,United Kingdom,Deluxe,362.61,4.8,2025-10-28,Confirmed
25488,Trevor Reed,Mountain View Hotel,Singapore,Standard,287.04,2.0,2025-11-27,Pending
10267,Caroline Gray,Mountain View Hotel,Sri Lanka,Standard,158.43,1.6,2024-01-11,Cancelled
20242,Todd Cox,City Garden Hotel,United States,Standard,432.98,2.6,2025-05-28,Pending
24282,Donald Roy,Mountain View Hotel,United Kingdom,Deluxe,288.34,3.0,2026-01-05,Completed
21447,Bryan Jensen,Sunrise Resort,Canada,Suite,277.61,2.3,2026-08-20,Cancelled
13828,Jessica Dean,Ocean View Hotel,India,Family,252.34,3.0,2025-06-09,Completed
25835,Jody Dudley,Sunrise Resort,United States,Suite,367.55,3.4,2026-08-26,Completed
17098,Michael Jefferson DDS,Green Valley Resort,Singapore,Suite,463.17,2.7,2025-08-09,Confirmed
18158,Tracy Davis,Blue Lagoon Hotel,India,Suite,92.0,3.5,2025-03-25,Completed
23899,Jody Luna,Ocean View Hotel,Australia,Standard,296.4,2.3,2026-04-01,Confirmed
22435,Francisco Blake,Grand Palace Hotel,United States,Suite,349.42,3.3,2025-04-19,Cancelled
12743,Amanda Thompson,Ocean View Hotel,United Kingdom,Executive,95.89,2.0,2024-03-22,Completed
14666,Pamela Daniel,Green Valley Resort,Canada,Family,251.57,3.2,2025-09-18,Confirmed
17404,Patrick Evans,Mountain View Hotel,United States,Family,442.22,4.0,2024-11-13,Cancelled
11264,Jennifer Lopez,Ocean View Hotel,Singapore,Deluxe,148.47,1.5,2025-05-10,Cancelled
19055,Ashley Reed,Grand Palace Hotel,India,Family,177.89,1.6,2024-12-21,Cancelled
13585,Nancy Ray,Sunrise Resort,Sri Lanka,Executive,330.96,3.5,2024-03-20,Pending
26797,Jennifer Graham,Grand Palace Hotel,India,Suite,169.77,1.9,2025-01-12,Confirmed
28146,Helen Garcia,Grand Palace Hotel,Singapore,Standard,496.97,2.4,2024-03-27,Pending
16770,Jonathan Morris,Royal Beach Resort,India,Standard,343.18,4.7,2024-05-10,Pending
26081,Mrs. Stephanie Peterson,Ocean View Hotel,Sri Lanka,Executive,167.96,3.2,2024-11-14,Completed
14763,Andrew Diaz,Blue Lagoon Hotel,Sri Lanka,Suite,405.44,2.2,2024-08-24,Cancelled
22463,Luis Patel,Grand Palace Hotel,Sri Lanka,Suite,321.91,3.4,2026-06-19,Pending
11669,Margaret Romero,Green Valley Resort,India,Executive,184.2,1.2,2024-07-01,Confirmed
20382,Janice Wright,Royal Beach Resort,India,Deluxe,236.09,2.5,2025-04-13,Confirmed
26904,William Maldonado,Sunrise Resort,Canada,Family,159.59,4.8,2026-04-30,Pending
26970,Charles Meadows,Ocean View Hotel,United Kingdom,Standard,120.75,1.4,2024-05-15,Cancelled
26485,Mary Carter,Ocean View Hotel,Canada,Suite,324.82,3.0,2024-07-08,Cancelled
29033,Samantha Hawkins,Green Valley Resort,Sri Lanka,Executive,323.88,2.5,2024-07-24,Pending
17525,Janet Randall,City Garden Hotel,Germany,Executive,94.24,1.2,2025-02-26,Confirmed
25595,John Watson,Royal Beach Resort,Canada,Executive,181.25,4.6,2026-02-15,Completed
25010,Kristin Sanchez,Green Valley Resort,Germany,Executive,235.24,2.9,2025-08-21,Cancelled
21946,Tricia Martinez,Sunrise Resort,Singapore,Suite,225.78,2.1,2025-06-01,Completed
13834,Jamie Butler,Blue Lagoon Hotel,United States,Executive,129.46,1.2,2025-03-02,Confirmed
27267,Luis Harris,Green Valley Resort,Singapore,Family,442.32,1.7,2024-05-07,Completed
20580,Natalie Whitney,Sunrise Resort,Canada,Deluxe,150.58,3.8,2026-07-16,Confirmed
14709,Brandon Simmons,Royal Beach Resort,United Kingdom,Deluxe,85.72,1.5,2024-06-21,Pending
23455,Kaitlin Barry,Grand Palace Hotel,India,Deluxe,333.52,2.2,2024-11-13,Cancelled
28212,Robert Estes,Royal Beach Resort,Singapore,Executive,225.12,-1,2026-05-13,Pending
16292,Molly Blake,Sunrise Resort,United States,Family,234.87,2.2,2025-09-22,Completed
15441,Morgan Harper,Ocean View Hotel,India,Standard,122.11,1.2,2025-11-23,Confirmed
19039,Troy Ochoa,Royal Beach Resort,India,Deluxe,436.89,3.8,2025-07-25,Cancelled
18207,Lorraine Hernandez,Royal Beach Resort,Sri Lanka,Deluxe,198.12,3.6,2024-11-29,Pending
27526,Allison Perkins,Grand Palace Hotel,Australia,Suite,100.08,4.7,2025-02-22,Completed
26067,Patrick Buckley,Mountain View Hotel,Germany,Family,451.27,1.0,2026-03-28,Pending
19235,Jesse Blake,Royal Beach Resort,Sri Lanka,Suite,273.86,3.6,2025-01-22,Confirmed
17933,Steven Miller,Mountain View Hotel,Germany,Family,301.4,4.5,2026-05-21,Pending
20070,Danielle Howell,Grand Palace Hotel,Germany,Executive,356.83,4.8,2024-09-12,Pending
10759,Cynthia Blair,Green Valley Resort,united states,Family,484.84,2.3,2024-05-04,Cancelled
20513,John Day,City Garden Hotel,Singapore,Standard,299.71,1.2,2024-10-24,Cancelled
28081,Alexander Johnson,City Garden Hotel,United Kingdom,Executive,321.36,4.4,2025-06-13,Pending
25653,Daniel Wood,Green Valley Resort,Germany,Suite,471.0,5.0,2025-07-15,Confirmed
25799,Lisa Adams,Royal Beach Resort,Singapore,Executive,320.22,3.1,2024-01-20,Confirmed
13593,Elizabeth Kelly,Mountain View Hotel,Germany,Deluxe,205.3,1.0,2025-11-07,Pending
24796,Kelly Jones,Royal Beach Resort,Australia,Suite,408.92,2.8,2026-01-18,Confirmed
25444,Charles Owens,City Garden Hotel,United States,Deluxe,389.05,1.2,2025-09-19,Pending
22430,Tammy Harris,Ocean View Hotel,Sri Lanka,Deluxe,57.5,4.8,2026-08-06,Confirmed
24696,Frederick Oconnell,Grand Palace Hotel,Australia,Executive,160.31,4.4,2025-01-02,Confirmed
21392,Andrew Garza,Sunrise Resort,United Kingdom,Deluxe,489.69,3.9,2026-06-06,Completed
